Sample, Time, ACCX, ACCY, ACCZ, MAGX, MAGY, MAGZ, GYRX, GYRY, GYRZ
0,37069.698000,246.135,49.988,19.538,386.410,280.210,-20.094,-143.200,28.290,-21.580
1,37069.736000,247.121,45.949,22.544,389.937,276.797,-18.207,-155.200,1.290,-20.580
2,37069.778000,248.108,31.811,21.542,386.414,281.974,-19.043,-119.200,-22.710,-11.580
3,37069.817000,245.148,48.978,19.538,384.644,274.133,-20.296,-24.200,-60.710,17.420
4,37069.856000,249.094,37.870,14.528,389.939,275.089,-17.270,-62.200,-77.710,39.420
5,37069.878000,249.094,37.870,13.526,389.939,278.533,-18.151,11.800,-49.710,39.420
6,37069.916000,248.108,46.959,17.534,391.692,275.006,-20.246,-2.200,-49.710,39.420
7,37069.956000,249.094,40.899,15.530,387.288,280.183,-21.085,1.800,-46.710,47.420
8,37069.999000,249.094,42.919,14.528,391.686,277.525,-23.143,23.800,-44.710,46.420
9,37070.39000,252.054,36.860,12.524,389.042,272.344,-22.326,40.800,-34.710,59.420
10,37070.79000,247.121,39.890,14.528,389.912,269.656,-25.390,55.800,-26.710,48.420
11,37070.119000,250.081,38.880,12.524,390.800,268.005,-22.462,-24.200,-5.710,40.420
12,37070.146000,246.135,39.890,14.528,394.318,267.083,-24.466,-23.200,0.290,27.420
13,37070.179000,251.067,40.899,11.523,393.439,273.130,-25.266,-31.200,17.290,35.420
14,37070.219000,250.081,35.850,12.524,391.682,272.317,-23.312,-43.200,20.290,42.420
15,37070.255000,250.081,36.860,13.526,396.088,270.613,-22.360,6.800,30.290,41.420
16,37070.301000,252.054,37.870,11.523,395.211,268.933,-20.431,35.800,52.290,53.420
17,37070.335000,245.148,41.909,21.542,395.202,263.668,-22.588,3.800,14.290,75.420
18,37070.355000,250.081,31.811,16.532,396.966,267.141,-22.470,23.800,-0.710,84.420
19,37070.395000,247.121,36.860,17.534,397.843,254.178,-20.902,13.800,-10.710,81.420
20,37070.435000,252.054,31.811,16.532,400.481,258.436,-23.734,-29.200,-44.710,80.420
21,37070.475000,250.081,35.850,14.528,401.374,262.861,-20.609,6.800,-48.710,88.420
22,37070.519000,250.081,32.821,16.532,401.363,260.173,-23.675,9.800,-54.710,93.420
