Sample, Time, ACCX, ACCY, ACCZ, MAGX, MAGY, MAGZ, GYRX, GYRY, GYRZ
0,51154.283000,244.207,41.161,41.984,460.207,-152.031,230.942,-17.780,4.400,-6.060
1,51154.320000,245.190,39.153,40.960,460.232,-150.199,230.981,-13.780,-6.600,-2.060
2,51154.358000,245.190,40.157,40.960,464.055,-147.401,231.046,-10.780,-6.600,-3.060
3,51154.401000,245.190,39.153,38.912,463.044,-152.013,229.952,-11.780,-3.600,-5.060
4,51154.430000,246.173,38.149,40.960,464.949,-151.072,229.975,-9.780,11.400,-3.060
5,51154.460000,243.225,41.161,40.960,462.035,-156.607,229.853,-10.780,-1.600,2.940
6,51154.500000,247.155,40.157,37.888,462.115,-151.051,232.955,-11.780,5.400,10.940
7,51154.542000,245.190,39.153,41.984,464.055,-147.401,231.046,-25.780,13.400,-3.060
8,51154.581000,245.190,40.157,41.984,461.123,-153.910,227.920,-23.780,-6.600,1.940
9,51154.622000,243.225,40.157,35.840,460.221,-151.096,231.957,-22.780,-2.600,-6.060
10,51154.647000,246.173,39.153,37.888,462.126,-150.155,231.980,-34.780,21.400,-10.060
11,51154.680000,245.190,41.161,41.984,462.173,-146.529,230.068,-20.780,14.400,-10.060
12,51154.719000,246.173,40.157,35.840,460.184,-153.844,231.898,-15.780,9.400,-8.060
13,51154.759000,246.173,42.165,40.960,463.071,-150.162,230.986,-23.780,34.400,-7.060
14,51154.801000,245.190,42.165,40.960,457.352,-153.024,228.928,-11.780,35.400,-9.060
15,51154.839000,246.173,41.161,36.864,461.212,-148.257,235.997,-23.780,46.400,-4.060
16,51154.890000,246.173,40.157,39.936,459.277,-151.089,232.950,-26.780,68.400,-2.060
17,51154.910000,246.173,42.165,40.960,461.177,-150.966,237.929,-12.780,67.400,-10.060
18,51154.951000,243.225,42.165,43.008,459.288,-150.952,239.915,-26.780,78.400,-19.060
19,51154.981000,241.259,44.173,45.056,459.310,-149.159,237.964,-40.780,91.400,-25.060
20,51155.21000,243.225,43.169,45.056,454.638,-145.440,244.005,-44.780,89.400,-31.060
21,51155.62000,244.207,45.176,46.080,457.451,-147.254,242.975,-67.780,106.400,-23.060
22,51155.100000,245.190,43.169,46.080,460.296,-147.138,246.961,-49.780,88.400,-15.060
23,51155.119000,244.207,44.173,48.128,452.624,-154.587,245.796,-66.780,108.400,-0.060
24,51155.161000,246.173,43.169,49.152,452.657,-152.657,250.810,-89.780,90.400,18.940
25,51155.201000,244.207,42.165,56.320,449.743,-158.191,250.688,-83.780,108.400,26.940
26,51155.239000,241.259,40.157,54.272,447.852,-158.197,251.680,-104.780,106.400,27.940
27,51155.280000,242.242,40.157,55.296,448.824,-156.352,251.721,-123.780,134.400,40.940
28,51155.335000,243.225,40.157,57.344,443.090,-160.930,255.593,-208.780,166.400,42.940
29,51155.360000,242.242,36.141,59.392,442.133,-161.839,256.567,-245.780,203.400,27.940
30,51155.379000,242.242,37.145,58.368,441.154,-164.541,259.492,-263.780,235.400,3.940
31,51155.421000,244.207,38.149,59.392,435.361,-173.661,265.257,-281.780,345.400,-12.060
32,51155.461000,231.432,28.110,62.464,431.461,-182.755,271.026,-293.780,533.400,-90.060
33,51155.501000,251.086,22.086,63.488,426.929,-168.939,278.276,-145.780,389.400,-115.060
34,51155.540000,235.363,35.137,75.776,418.343,-175.249,289.070,-329.780,571.400,-155.060
35,51155.582000,230.449,37.145,81.920,414.612,-172.356,299.072,-371.780,537.400,-110.060
36,51155.601000,240.276,36.141,92.160,411.693,-178.709,303.906,-274.780,432.400,-107.060
37,51155.644000,221.605,39.153,106.496,404.081,-182.376,308.790,-342.780,467.400,-79.060
38,51155.684000,227.501,38.149,107.520,391.743,-185.267,309.705,-299.780,356.400,-40.060
39,51155.721000,220.622,37.145,115.712,391.796,-182.343,318.719,-300.780,345.400,-9.060
40,51155.760000,217.674,33.129,119.808,386.905,-194.276,320.447,-288.780,275.400,24.940
41,51155.804000,213.743,30.118,126.976,383.123,-194.287,322.430,-210.780,240.400,33.940
42,51155.826000,211.777,30.118,129.024,377.383,-198.943,322.323,-197.780,200.400,25.940
43,51155.864000,212.760,28.110,130.048,378.297,-201.620,325.251,-157.780,128.400,0.940
44,51155.901000,214.726,30.118,134.144,377.379,-199.761,327.278,-114.780,95.400,3.940
45,51155.942000,215.708,25.098,137.216,374.426,-208.064,326.103,-147.780,55.400,7.940
46,51155.980000,212.760,23.090,133.120,373.528,-204.431,325.184,-105.780,-7.600,-12.060
47,51156.25000,214.726,26.102,129.024,377.285,-206.252,323.161,-105.780,-36.600,-12.060
48,51156.62000,217.674,24.094,131.072,376.308,-208.156,320.136,-108.780,-60.600,-5.060
49,51156.81000,215.708,22.086,124.928,377.203,-211.827,319.064,-57.780,-67.600,-16.060
50,51156.122000,219.639,27.106,123.904,377.187,-212.782,317.055,-39.780,-60.600,-12.060
51,51156.164000,216.691,23.090,123.904,378.155,-210.977,315.105,-47.780,-54.600,-7.060
52,51156.201000,215.708,24.094,120.832,379.150,-207.319,314.190,-11.780,-34.600,-2.060
53,51156.254000,218.656,25.098,122.880,379.042,-215.506,316.999,-25.780,-30.600,7.940
54,51156.280000,219.639,22.086,122.880,382.785,-218.263,313.962,-7.780,-24.600,9.940
55,51156.312000,221.605,23.090,126.976,380.074,-209.100,316.143,-24.780,-24.600,15.940
56,51156.341000,219.639,20.078,119.808,380.991,-210.978,313.120,-10.780,-57.600,18.940
57,51156.384000,218.656,23.090,120.832,380.009,-212.940,307.109,36.220,-43.600,1.940
58,51156.420000,220.622,24.094,120.832,380.941,-214.643,313.042,24.220,-42.600,-0.060
59,51156.462000,220.622,26.102,116.736,380.920,-215.657,308.047,27.220,-43.600,-8.060
60,51156.512000,219.639,26.102,111.616,380.953,-213.727,313.061,44.220,-28.600,-19.060
61,51156.544000,223.570,27.106,115.712,383.801,-212.812,311.096,27.220,-32.600,-20.060
62,51156.562000,220.622,27.106,121.856,384.748,-212.800,311.097,34.220,-10.600,-13.060
63,51156.609000,220.622,28.110,117.760,383.792,-213.689,313.066,-4.780,-7.600,0.940
64,51156.640000,220.622,27.106,115.712,379.150,-207.319,314.190,-29.780,6.400,18.940
65,51156.684000,222.587,26.102,119.808,384.808,-208.238,310.200,-3.780,0.400,15.940
66,51156.720000,221.605,24.094,116.736,385.719,-210.955,311.138,5.220,-5.600,7.940
67,51156.762000,223.570,25.098,115.712,381.984,-207.340,311.210,5.220,-14.600,3.940
68,51156.781000,221.605,25.098,116.736,383.812,-211.915,310.120,13.220,-21.600,12.940
69,51156.827000,225.536,25.098,118.784,382.905,-209.160,311.172,-7.780,-34.600,19.940
70,51156.864000,222.587,23.090,113.664,385.783,-206.355,312.231,1.220,-36.600,11.940
71,51156.907000,221.605,23.090,113.664,382.880,-210.992,311.133,-10.780,-16.600,14.940
72,51156.946000,221.605,23.090,113.664,380.920,-215.657,308.047,-18.780,-3.600,12.940
73,51156.984000,220.622,24.094,112.640,385.648,-215.633,306.065,-23.780,36.400,-4.060
74,51157.26000,224.553,21.082,116.736,383.840,-210.044,312.149,-32.780,56.400,6.940
75,51157.44000,223.570,20.078,120.832,381.919,-211.940,310.117,-23.780,44.400,20.940
76,51157.106000,222.587,20.078,121.856,381.860,-216.482,312.009,0.220,16.400,26.940
77,51157.125000,222.587,22.086,120.832,379.027,-215.682,308.044,5.220,-24.600,26.940
78,51157.162000,222.587,22.086,119.808,380.893,-217.508,307.013,17.220,-68.600,15.940
79,51157.205000,217.674,22.086,118.784,385.692,-212.807,310.104,27.220,-57.600,11.940
80,51157.245000,223.570,22.086,114.688,382.830,-214.657,311.055,10.220,-44.600,1.940
81,51157.264000,221.605,23.090,111.616,385.676,-213.762,308.094,13.220,0.400,-14.060
82,51157.306000,221.605,23.090,110.592,384.698,-216.464,311.019,-5.780,28.400,-28.060
83,51157.344000,222.587,26.102,112.640,383.850,-209.167,310.179,0.220,45.400,-42.060
84,51157.381000,222.587,26.102,120.832,381.993,-206.463,309.239,51.220,51.400,-21.060
85,51157.429000,226.518,26.102,122.880,383.842,-210.025,313.144,37.220,2.400,2.940
86,51157.465000,221.605,26.102,119.808,384.794,-209.174,309.185,35.220,-35.600,1.940
87,51157.484000,220.622,27.106,117.760,383.864,-208.231,311.193,37.220,-50.600,7.940
88,51157.522000,221.605,25.098,111.616,383.800,-212.832,310.101,40.220,-54.600,11.940
89,51157.564000,220.622,27.106,112.640,384.723,-214.632,311.058,44.220,-22.600,0.940
90,51157.605000,223.570,27.106,112.640,385.771,-207.271,312.211,31.220,-2.600,-6.060
91,51157.642000,221.605,27.106,110.592,387.588,-212.743,312.098,57.220,7.400,-19.060
92,51157.685000,222.587,28.110,115.712,383.855,-209.109,313.164,41.220,49.400,-15.060
93,51157.721000,223.570,29.114,115.712,382.014,-205.449,314.234,28.220,40.400,1.940
94,51157.744000,223.570,30.118,113.664,382.039,-203.617,314.273,32.220,30.400,4.940
