Sample, Time, ACCX, ACCY, ACCZ, MAGX, MAGY, MAGZ, GYRX, GYRY, GYRZ
0,77197.225000,249.014,-20.540,7.938,413.429,-68.740,-82.151,-47.150,-5.370,332.070
1,77197.245000,256.000,-23.546,9.922,415.315,-72.495,-82.252,-68.150,19.630,372.070
2,77197.285000,258.994,-29.558,12.899,413.211,-83.844,-81.588,-104.150,24.630,369.070
3,77197.323000,255.002,-30.560,12.899,410.254,-86.775,-83.641,-86.150,19.630,346.070
4,77197.365000,245.021,-27.554,10.915,411.256,-84.817,-81.618,-100.150,13.630,363.070
5,77197.403000,240.031,-35.569,5.953,405.243,-98.086,-80.030,-67.150,9.630,379.070
6,77197.443000,240.031,-39.577,5.953,412.066,-96.098,-79.963,-7.150,11.630,265.070
7,77197.483000,255.002,-38.575,6.946,405.090,-108.514,-81.304,59.850,29.630,123.070
8,77197.528000,266.979,-24.548,6.946,411.003,-102.679,-78.181,20.850,31.630,23.070
9,77197.543000,273.965,-44.587,9.922,405.085,-109.355,-77.393,16.850,27.630,-31.930
10,77197.584000,268.975,-42.583,18.853,411.044,-99.842,-78.102,-19.150,51.630,-166.930
11,77197.624000,248.016,-28.556,10.915,412.046,-97.884,-76.078,-115.150,57.630,-315.930
12,77197.664000,242.027,-27.554,12.899,413.133,-89.465,-79.777,-153.150,127.630,-433.930
13,77197.703000,242.027,-32.564,3.969,417.135,-81.714,-74.636,-211.150,113.630,-468.930
14,77197.746000,235.041,-28.556,7.938,416.339,-69.487,-76.265,-268.150,75.630,-420.930
15,77197.783000,234.043,-42.583,9.922,417.386,-63.878,-79.058,-229.150,14.630,-249.930
16,77197.829000,259.992,-58.614,7.938,418.444,-58.138,-76.929,-112.150,-58.370,-35.930
17,77197.843000,257.996,-53.605,8.930,420.296,-63.863,-80.036,-3.150,-123.370,126.070
18,77197.889000,250.012,-28.556,9.922,416.404,-64.811,-78.102,57.850,-117.370,311.070
19,77197.926000,253.006,-20.540,1.984,416.233,-76.238,-81.371,25.850,-88.370,370.070
20,77197.963000,260.990,-22.544,0.992,411.319,-80.168,-84.439,-67.150,-75.370,260.070
21,77198.10000,257.996,-30.560,4.961,414.217,-81.072,-84.460,-86.150,-70.370,117.070
22,77198.45000,250.012,-38.575,10.915,412.206,-85.067,-91.459,-65.150,-48.370,17.070
23,77198.83000,239.033,-33.566,13.891,411.320,-79.380,-90.319,-19.150,-17.370,-25.930
24,77198.123000,246.020,-33.566,8.930,412.269,-81.179,-87.417,8.850,20.630,-62.930
25,77198.143000,256.998,-44.587,7.938,415.264,-75.464,-87.253,9.850,41.630,-134.930
26,77198.191000,249.014,-39.577,5.953,414.172,-83.962,-86.507,-2.150,0.630,-159.930
27,77198.224000,240.031,-38.575,3.969,414.368,-69.909,-91.034,77.850,-65.370,-127.930
28,77198.274000,248.016,-26.552,3.969,416.233,-75.476,-88.235,143.850,-56.370,-68.930
29,77198.311000,251.010,-20.540,5.953,415.354,-68.923,-90.021,127.850,-64.370,-50.930
30,77198.353000,238.035,-27.554,1.984,417.199,-75.515,-90.202,34.850,-17.370,9.070
31,77198.385000,247.018,-48.595,10.915,417.282,-69.842,-90.044,21.850,43.630,-131.930
32,77198.425000,254.004,-30.560,13.891,416.358,-66.939,-87.014,-37.150,131.630,-281.930
33,77198.456000,264.982,-38.575,25.798,422.241,-63.022,-84.928,52.850,210.630,-204.930
34,77198.485000,260.990,-29.558,15.876,419.349,-62.038,-81.954,190.850,157.630,-82.930
