Sample, Time, ACCX, ACCY, ACCZ, MAGX, MAGY, MAGZ, GYRX, GYRY, GYRZ
0,50404.489000,227.336,97.069,-58.770,329.558,349.504,-172.375,20.960,43.510,-40.020
1,50404.537000,224.371,99.081,-60.763,324.740,351.399,-172.343,25.960,26.510,-38.020
2,50404.550000,223.382,102.098,-56.778,328.584,348.546,-171.418,13.960,14.510,-26.020
3,50404.592000,221.405,104.110,-60.763,327.668,354.318,-173.253,-13.040,6.510,-14.020
4,50404.630000,226.347,96.063,-59.767,327.701,357.274,-171.226,1.960,18.510,-25.020
5,50404.678000,226.347,95.057,-60.763,327.680,355.311,-172.250,-20.040,8.510,-18.020
6,50404.718000,228.324,97.069,-57.774,326.731,356.358,-168.306,17.960,28.510,-31.020
7,50404.751000,227.336,100.086,-61.759,326.665,350.447,-172.360,15.960,37.510,-18.020
8,50404.789000,224.371,95.057,-63.751,325.705,351.387,-173.322,5.960,28.510,-27.020
9,50404.833000,225.359,104.110,-54.786,325.714,351.473,-169.397,45.960,25.510,-22.020
10,50404.852000,223.382,100.086,-56.778,326.717,356.229,-174.193,100.960,-23.490,-6.020
11,50404.892000,220.417,102.098,-59.767,325.769,358.161,-174.152,121.960,-39.490,5.980
12,50404.942000,219.429,96.063,-55.782,325.663,348.345,-179.274,155.960,-61.490,4.980
13,50404.968000,222.394,100.086,-69.728,327.523,340.597,-179.442,91.960,-62.490,20.980
14,50405.18000,221.405,104.110,-70.724,323.703,346.319,-182.265,38.960,-35.490,15.980
15,50405.49000,226.347,98.075,-67.735,323.752,351.195,-181.176,58.960,-16.490,16.980
16,50405.90000,223.382,100.086,-61.759,325.701,353.113,-183.090,67.960,-20.490,13.980
17,50405.131000,218.440,98.075,-67.735,326.634,350.145,-186.096,17.960,-31.490,30.980
18,50405.148000,225.359,98.075,-65.743,325.629,346.252,-186.185,6.960,-32.490,28.980
19,50405.190000,226.347,93.045,-69.728,322.771,351.057,-187.065,5.960,-15.490,11.980
20,50405.229000,223.382,102.098,-68.732,326.627,349.196,-185.137,-22.040,-19.490,19.980
21,50405.271000,222.394,96.063,-73.712,325.643,348.151,-188.104,-7.040,16.510,22.980
22,50405.313000,223.382,99.081,-67.735,328.543,348.157,-189.078,-5.040,29.510,6.980
23,50405.348000,222.394,95.057,-68.732,328.517,344.382,-184.259,-61.040,37.510,24.980
24,50405.390000,227.336,99.081,-67.735,328.514,344.360,-185.240,-54.040,68.510,2.980
25,50405.446000,225.359,88.016,-66.739,329.495,344.499,-179.351,-71.040,69.510,11.980
26,50405.473000,233.266,93.045,-65.743,331.524,354.227,-179.131,-49.040,93.510,-13.020
27,50405.488000,222.394,92.039,-63.751,332.414,345.563,-176.379,-128.040,82.510,1.980
28,50405.528000,225.359,103.104,-51.798,333.468,353.447,-171.299,-18.040,68.510,-13.020
29,50405.568000,225.359,102.098,-49.805,328.598,350.444,-173.337,7.960,16.510,10.980
30,50405.625000,222.394,100.086,-62.755,329.603,354.337,-173.248,-0.040,-9.490,32.980
31,50405.651000,223.382,96.063,-62.755,333.428,350.427,-176.269,7.960,7.510,28.980
32,50405.690000,227.336,97.069,-64.747,332.489,352.445,-172.304,-55.040,32.510,11.980
33,50405.731000,231.290,92.039,-65.743,331.446,344.669,-172.478,-73.040,55.510,4.980
34,50405.771000,223.382,100.086,-52.794,332.488,351.561,-168.401,-26.040,33.510,0.980
35,50405.803000,224.371,98.075,-50.802,330.469,343.689,-172.502,24.960,0.510,11.980
36,50405.837000,227.336,99.081,-57.774,335.403,353.466,-171.294,34.960,-20.490,15.980
37,50405.872000,221.405,96.063,-63.751,333.437,350.513,-172.344,46.960,22.510,7.980
38,50405.912000,232.278,86.004,-66.739,334.360,345.690,-171.469,-52.040,40.510,0.980
39,50405.952000,230.301,95.057,-57.774,333.447,351.484,-172.323,18.960,84.510,-7.020
40,50405.992000,222.394,91.033,-69.728,341.226,354.580,-167.335,4.960,118.510,-7.020
41,50406.31000,227.336,91.033,-55.782,334.426,351.601,-167.415,-38.040,143.510,-3.020
42,50406.72000,224.371,99.081,-50.802,337.353,353.636,-164.422,-52.040,119.510,-6.020
43,50406.111000,231.290,105.116,-39.844,337.287,345.955,-160.670,-53.040,63.510,-14.020
44,50406.131000,238.208,95.057,-55.782,336.369,350.822,-159.583,-105.040,60.510,-2.020
45,50406.171000,229.313,101.092,-48.809,338.355,355.738,-157.508,-177.040,50.510,1.980
46,50406.211000,224.371,95.057,-47.813,336.422,354.856,-152.629,-187.040,47.510,-7.020
47,50406.250000,228.324,101.092,-43.829,342.201,351.137,-147.796,-82.040,58.510,-13.020
48,50406.301000,230.301,97.069,-44.825,340.329,357.893,-148.630,-83.040,30.510,3.980
49,50406.329000,222.394,102.098,-42.833,338.316,349.201,-145.885,-70.040,10.510,2.980
50,50406.373000,230.301,97.069,-38.848,337.439,358.857,-147.634,-4.040,-20.490,4.980
51,50406.419000,226.347,96.063,-43.829,337.436,357.951,-144.712,-35.040,-80.490,17.980
52,50406.433000,226.347,99.081,-44.825,340.322,356.943,-147.671,8.960,-98.490,18.980
53,50406.473000,230.301,95.057,-46.817,335.429,352.840,-155.617,6.960,-108.490,21.980
54,50406.514000,228.324,93.045,-55.782,339.308,352.964,-151.684,63.960,-71.490,10.980
55,50406.550000,228.324,94.051,-56.778,336.396,351.965,-151.712,5.960,-51.490,7.980
56,50406.591000,229.313,95.057,-56.778,337.385,354.822,-154.589,-29.040,-12.490,-10.020
57,50406.643000,232.278,98.075,-51.798,337.439,359.741,-151.537,-36.040,30.510,-26.020
58,50406.671000,227.336,99.081,-46.817,336.417,353.928,-150.688,-58.040,34.510,-35.020
59,50406.711000,225.359,100.086,-43.829,337.399,355.836,-152.605,-15.040,8.510,-19.020
60,50406.736000,227.336,99.081,-44.825,336.448,356.863,-149.642,31.960,-14.490,-12.020
61,50406.771000,227.336,102.098,-46.817,332.517,350.956,-151.743,57.960,-41.490,-4.020
62,50406.831000,227.336,100.086,-46.817,333.549,358.625,-156.474,92.960,-51.490,3.980
63,50406.865000,229.313,98.075,-57.774,335.467,356.724,-155.531,54.960,-57.490,6.980
64,50406.893000,225.359,98.075,-53.790,333.478,351.786,-158.587,46.960,-29.490,-2.020
65,50406.934000,225.359,101.092,-55.782,330.621,356.590,-159.467,20.960,-14.490,-8.020
66,50406.975000,223.382,101.092,-50.802,334.484,356.563,-162.401,15.960,-20.490,-1.020
67,50407.17000,226.347,100.086,-52.794,332.549,356.544,-162.406,22.960,-37.490,6.980
68,50407.53000,225.359,97.069,-52.794,333.524,357.503,-163.363,32.960,-35.490,8.980
69,50407.73000,227.336,101.092,-54.786,334.505,358.527,-161.377,10.960,-44.490,15.980
70,50407.127000,227.336,97.069,-59.767,337.330,350.766,-162.524,1.960,-22.490,12.980
71,50407.153000,226.347,97.069,-60.763,332.552,357.451,-165.328,-26.040,-16.490,15.980
72,50407.199000,228.324,96.063,-57.774,335.374,348.784,-163.553,-33.040,4.510,9.980
73,50407.250000,226.347,101.092,-52.794,334.432,351.666,-164.472,-19.040,5.510,14.980
74,50407.272000,226.347,97.069,-54.786,331.567,354.636,-160.489,-27.040,-4.490,19.980
75,50407.313000,225.359,100.086,-54.786,329.581,349.720,-162.564,-15.040,-5.490,26.980
76,50407.353000,229.313,95.057,-57.774,335.449,355.667,-159.477,-27.040,15.510,16.980
77,50407.381000,227.336,96.063,-51.798,334.408,348.796,-162.574,-44.040,16.510,12.980
78,50407.411000,227.336,97.069,-51.798,334.413,348.839,-160.612,-35.040,4.510,11.980
79,50407.456000,227.336,97.069,-51.798,334.430,350.760,-161.550,-5.040,-3.490,15.980
80,50407.491000,228.324,99.081,-50.802,332.478,348.821,-160.616,-27.040,-29.490,19.980
81,50407.538000,227.336,94.051,-56.778,338.304,350.841,-159.578,-1.040,-12.490,11.980
82,50407.572000,227.336,97.069,-50.802,335.425,353.682,-161.483,-9.040,-22.490,15.980
83,50407.614000,227.336,94.051,-53.790,338.323,352.782,-159.535,11.960,-24.490,15.980
84,50407.652000,227.336,97.069,-53.790,337.341,351.759,-161.521,14.960,-30.490,16.980
85,50407.691000,229.313,95.057,-59.767,335.414,352.689,-162.485,4.960,-12.490,11.980
86,50407.716000,228.324,96.063,-53.790,337.360,353.701,-161.478,-2.040,-6.490,8.980
87,50407.755000,228.324,97.069,-54.786,334.406,348.775,-163.555,9.960,-14.490,6.980
88,50407.797000,227.336,95.057,-53.790,338.295,350.754,-163.503,30.960,-16.490,10.980
89,50407.832000,228.324,95.057,-54.786,336.303,344.910,-163.637,7.960,-29.490,15.980
90,50407.872000,227.336,98.075,-55.782,334.380,345.884,-162.639,34.960,-21.490,14.980
91,50407.926000,227.336,92.039,-57.774,332.481,350.611,-167.441,5.960,-19.490,13.980
92,50407.954000,227.336,95.057,-56.778,339.269,351.713,-164.460,11.960,-15.490,10.980
93,50408.14000,227.336,93.045,-59.767,337.321,351.565,-170.352,2.960,-17.490,12.980
94,50408.25000,227.336,97.069,-56.778,337.300,348.717,-167.473,15.960,-13.490,11.980
95,50408.53000,227.336,94.051,-57.774,335.365,348.698,-167.477,9.960,-20.490,14.980
96,50408.98000,229.313,95.057,-56.778,336.339,349.657,-168.435,11.960,-11.490,10.980
97,50408.148000,226.347,97.069,-59.767,337.330,351.651,-166.427,5.960,-11.490,10.980
98,50408.178000,228.324,94.051,-59.767,335.377,350.575,-170.378,4.960,-6.490,9.980
99,50408.213000,227.336,94.051,-56.778,336.278,342.904,-166.623,8.960,-4.490,8.980
100,50408.259000,227.336,93.045,-58.770,338.196,341.887,-169.584,-7.040,-6.490,8.980
101,50408.301000,226.347,93.045,-55.782,337.243,342.892,-167.602,-1.040,-0.490,7.980
102,50408.321000,229.313,91.033,-58.770,339.253,350.677,-167.425,-17.040,8.510,4.980
103,50408.354000,226.347,96.063,-57.774,338.279,349.719,-166.468,-22.040,18.510,1.980
104,50408.394000,227.336,93.045,-60.763,337.243,342.892,-167.602,-22.040,16.510,9.980
105,50408.432000,229.313,97.069,-61.759,336.313,345.881,-163.615,-33.040,38.510,-0.020
106,50408.472000,228.324,93.045,-60.763,338.290,350.711,-165.465,-74.040,54.510,-1.020
107,50408.512000,228.324,93.045,-54.786,338.309,351.768,-161.519,-81.040,66.510,-3.020
108,50408.556000,228.324,98.075,-53.790,338.330,353.732,-160.495,-77.040,64.510,-10.020
109,50408.593000,229.313,96.063,-52.794,340.262,352.844,-157.568,-63.040,58.510,0.980
110,50408.662000,228.324,96.063,-53.790,341.196,349.013,-155.690,-77.040,56.510,2.980
111,50408.669000,230.301,94.051,-48.809,337.376,353.852,-154.610,-61.040,58.510,5.980
112,50408.694000,231.290,98.075,-51.798,341.238,352.940,-153.642,-77.040,52.510,5.980
113,50408.734000,229.313,90.028,-47.813,340.223,347.192,-149.849,-58.040,55.510,-1.020
114,50408.774000,227.336,95.057,-48.809,345.136,354.121,-145.762,-65.040,45.510,1.980
115,50408.814000,228.324,96.063,-45.821,343.142,349.140,-150.780,-27.040,36.510,2.980
116,50408.854000,230.301,97.069,-44.825,342.212,352.129,-146.793,-33.040,18.510,5.980
117,50408.913000,233.266,92.039,-45.821,343.215,356.001,-147.686,-19.040,-0.490,12.980
118,50408.936000,231.290,96.063,-46.817,344.183,356.010,-147.683,-15.040,-13.490,5.980
119,50408.956000,225.359,96.063,-45.821,343.149,349.205,-147.837,4.960,-13.490,9.980
120,50408.997000,231.290,95.057,-47.813,343.215,356.001,-147.686,9.960,-31.490,5.980
121,50409.32000,228.324,95.057,-47.813,342.161,347.232,-148.863,13.960,-31.490,6.980
