Sample, Time, ACCX, ACCY, ACCZ, MAGX, MAGY, MAGZ, GYRX, GYRY, GYRZ
0,38747.538000,240.031,-39.577,70.450,417.405,-292.376,173.275,11.850,-17.370,-0.930
1,38747.579000,239.033,-39.577,70.450,416.489,-288.607,173.379,15.850,-13.370,1.070
2,38747.619000,239.033,-38.575,69.457,416.464,-290.472,174.310,12.850,-15.370,3.070
3,38747.657000,237.037,-39.577,70.450,416.474,-289.579,172.368,10.850,-11.370,6.070
4,38747.696000,241.029,-39.577,70.450,418.332,-295.225,172.214,16.850,-13.370,2.070
5,38747.736000,241.029,-40.579,73.426,416.446,-291.470,172.315,5.850,-6.370,4.070
6,38747.780000,238.035,-39.577,71.442,417.515,-284.811,173.486,-1.150,-12.370,3.070
7,38747.799000,239.033,-38.575,70.450,413.571,-288.727,170.419,-7.150,-8.370,-2.930
8,38747.869000,239.033,-41.581,69.457,417.488,-286.702,173.433,-8.150,-12.370,-1.930
9,38747.885000,239.033,-40.579,70.450,419.248,-298.994,172.111,-1.150,-12.370,-1.930
10,38747.916000,239.033,-42.583,71.442,421.364,-286.726,170.488,0.850,-14.370,0.070
11,38747.960000,237.037,-40.579,71.442,420.325,-291.468,170.355,0.850,-15.370,0.070
12,38748.5000,239.033,-40.579,70.450,418.372,-292.415,171.309,-1.150,-17.370,-1.930
13,38748.40000,239.033,-42.583,70.450,416.454,-290.604,169.389,-0.150,-26.370,-0.930
14,38748.77000,240.031,-42.583,66.481,418.376,-292.362,173.277,11.850,-12.370,-6.930
15,38748.97000,237.037,-39.577,67.473,413.638,-284.025,169.567,1.850,-22.370,3.070
16,38748.140000,239.033,-40.579,67.473,414.544,-288.687,171.406,35.850,-33.370,3.070
17,38748.177000,247.018,-43.585,69.457,421.305,-290.561,168.414,41.850,-52.370,-0.930
18,38748.216000,235.041,-40.579,69.457,418.375,-291.601,166.413,23.850,-88.370,7.070
19,38748.259000,237.037,-38.575,59.535,425.223,-287.748,165.548,-41.150,-107.370,-1.930
20,38748.296000,248.016,-50.599,56.558,421.352,-286.884,164.582,36.850,-72.370,-31.930
21,38748.339000,246.020,-37.573,61.519,424.184,-292.490,165.415,42.850,-61.370,-12.930
22,38748.377000,241.029,-42.583,67.473,423.331,-284.072,162.697,65.850,-9.370,3.070
23,38748.396000,240.031,-39.577,69.457,424.209,-290.625,164.483,15.850,42.630,-19.930
24,38748.441000,238.035,-39.577,70.450,426.264,-282.980,166.666,21.850,5.630,-36.930
25,38748.476000,237.037,-38.575,63.504,425.292,-283.020,165.680,-1.150,-38.370,-22.930
26,38748.520000,243.025,-33.566,61.519,421.340,-287.803,165.540,-6.150,-45.370,-10.930
27,38748.557000,243.025,-36.571,60.527,427.178,-286.775,165.579,-12.150,-54.370,-28.930
28,38748.597000,242.027,-36.571,63.504,424.244,-287.867,161.609,-22.150,-59.370,-27.930
29,38748.637000,247.018,-35.569,63.504,430.123,-284.002,161.726,-24.150,-30.370,-22.930
30,38748.680000,245.021,-33.566,64.496,426.234,-284.136,158.765,8.850,1.630,-26.930
31,38748.700000,240.031,-31.562,69.457,429.201,-280.312,158.877,7.850,-7.370,-22.930
32,38748.740000,240.031,-33.566,61.519,426.319,-278.436,159.907,28.850,9.630,-14.930
33,38748.776000,244.023,-32.564,63.504,429.233,-278.368,160.898,19.850,-7.370,-9.930
34,38748.816000,244.023,-32.564,65.488,430.164,-281.165,161.805,27.850,6.630,1.070
35,38748.860000,243.025,-32.564,65.488,431.112,-282.990,163.723,23.850,0.630,1.070
36,38748.897000,244.023,-32.564,63.504,428.225,-281.167,162.786,34.850,8.630,3.070
37,38748.941000,244.023,-35.569,63.504,428.268,-278.303,163.849,39.850,14.630,7.070
38,38748.977000,243.025,-31.562,65.488,425.254,-285.043,160.706,34.850,25.630,13.070
39,38749.0,242.027,-33.566,63.504,426.337,-278.199,168.767,20.850,28.630,7.070
40,38749.41000,239.033,-32.564,64.496,430.115,-284.869,164.653,16.850,21.630,9.070
41,38749.77000,240.031,-34.568,67.473,431.192,-278.104,169.761,20.850,27.630,7.070
42,38749.121000,240.031,-34.568,64.496,426.319,-279.197,166.772,29.850,16.630,11.070
