Sample, Time, ACCX, ACCY, ACCZ, MAGX, MAGY, MAGZ, GYRX, GYRY, GYRZ
0,33472.841000,248.108,54.028,15.530,415.556,292.163,3.226,34.800,118.290,38.420
1,33472.881000,247.121,55.037,16.532,414.672,288.690,3.111,26.800,124.290,40.420
2,33472.921000,247.121,55.037,16.532,416.440,293.060,4.251,25.800,126.290,38.420
3,33472.961000,247.121,55.037,15.530,413.806,289.699,8.106,14.800,127.290,40.420
4,33473.1000,246.135,54.028,19.538,413.800,288.774,6.090,27.800,134.290,40.420
5,33473.41000,248.108,53.018,21.542,416.448,292.276,7.205,38.800,131.290,40.420
6,33473.81000,245.148,52.008,24.548,412.931,290.622,10.119,34.800,113.290,29.420
7,33473.102000,243.175,55.037,24.548,413.810,288.019,10.037,29.800,78.290,17.420
8,33473.142000,245.148,54.028,27.554,414.699,287.236,12.994,7.800,42.290,5.420
9,33473.182000,246.135,52.008,25.550,419.110,291.608,14.143,-13.200,8.290,-7.580
10,33473.222000,246.135,52.008,21.542,415.586,291.605,14.131,1.800,-0.710,-6.580
11,33473.258000,247.121,53.018,21.542,416.464,290.709,13.112,-1.200,1.290,-11.580
12,33473.298000,246.135,53.018,21.542,417.352,293.370,15.187,-11.200,-5.710,-10.580
13,33473.318000,246.135,52.008,19.538,412.938,283.791,13.869,-3.200,-2.710,-5.580
14,33473.358000,246.135,53.018,24.548,415.573,281.133,11.805,7.800,-2.710,-7.580
15,33473.398000,247.121,53.018,22.544,414.689,288.859,9.074,-0.200,-10.710,-11.580
16,33473.438000,246.135,54.028,22.544,412.944,289.027,15.032,-5.200,-8.710,-9.580
17,33473.478000,247.121,54.028,22.544,415.576,288.916,11.065,-0.200,-4.710,-6.580
18,33473.518000,247.121,54.028,21.542,415.585,294.181,13.222,-2.200,-5.710,-7.580
19,33473.558000,248.108,53.018,21.542,415.585,293.313,13.194,-9.200,-1.710,-12.580
20,33473.583000,245.148,54.028,23.546,416.468,293.342,14.191,-13.200,-2.710,-14.580
21,33473.622000,246.135,56.047,21.542,412.066,295.942,14.261,-19.200,-2.710,-19.580
22,33473.662000,246.135,53.018,22.544,414.705,291.604,14.128,-9.200,7.290,-26.580
23,33473.702000,246.135,55.037,22.544,412.062,290.734,14.092,-24.200,6.290,-39.580
24,33473.742000,246.135,53.018,21.542,411.185,292.498,15.139,-27.200,12.290,-46.580
25,33473.782000,245.148,55.037,24.548,410.304,292.497,15.136,-21.200,24.290,-57.580
26,33473.822000,244.162,57.057,24.548,407.660,291.627,15.100,-41.200,22.290,-74.580
27,33473.842000,245.148,57.057,24.548,408.555,295.213,19.191,-62.200,20.290,-90.580
28,33473.882000,245.148,57.057,24.548,407.681,296.136,21.204,-64.200,23.290,-97.580
29,33473.922000,245.148,59.077,22.544,405.921,298.739,21.283,-69.200,23.290,-108.580
30,33473.962000,244.162,60.087,25.550,405.931,304.871,23.468,-88.200,25.290,-118.580
31,33474.3000,243.175,60.087,21.542,405.055,307.503,24.543,-119.200,34.290,-127.580
32,33474.42000,244.162,61.097,24.548,400.660,309.320,27.567,-134.200,52.290,-136.580
33,33474.63000,240.216,68.166,25.550,398.031,313.771,31.675,-191.200,117.290,-145.580
34,33474.103000,248.108,67.156,28.556,392.762,316.512,36.712,-253.200,204.290,-135.580
35,33474.143000,242.189,67.156,31.562,391.903,315.869,44.632,-379.200,213.290,-109.580
36,33474.183000,237.256,71.195,46.591,389.287,314.412,54.507,-294.200,153.290,-76.580
37,33474.219000,237.256,66.146,51.601,390.183,311.978,60.389,-179.200,103.290,-25.580
