Sample, Time, ACCX, ACCY, ACCZ, MAGX, MAGY, MAGZ, GYRX, GYRY, GYRZ
0,43129.557000,250.081,31.811,-12.524,399.530,251.711,-46.794,18.800,-19.710,6.420
1,43129.577000,250.081,29.791,-9.519,399.534,253.476,-45.744,18.800,-17.710,13.420
2,43129.618000,250.081,30.801,-9.519,397.781,246.671,-41.005,28.800,-13.710,15.420
3,43129.658000,251.067,29.791,-12.524,402.181,254.374,-44.713,30.800,-14.710,16.420
4,43129.699000,252.054,29.791,-12.524,396.001,248.209,-47.912,19.800,-22.710,20.420
5,43129.743000,253.040,28.781,-11.523,399.529,253.419,-47.732,6.800,-27.710,18.420
6,43129.777000,252.054,30.801,-11.523,401.285,249.920,-48.833,-2.200,-39.710,15.420
7,43129.824000,250.081,28.781,-12.524,402.175,254.317,-46.701,-5.200,-48.710,8.420
8,43129.837000,249.094,26.761,-17.534,403.924,252.470,-50.727,-4.200,-40.710,2.420
9,43129.878000,252.054,29.791,-13.526,403.926,255.074,-50.643,-10.200,-35.710,5.420
10,43129.917000,251.067,29.791,-15.530,402.169,254.261,-48.689,-10.200,-29.710,15.420
11,43129.957000,250.081,24.742,-15.530,398.649,255.155,-47.678,-5.200,-23.710,14.420
12,43130.3000,251.067,29.791,-14.528,403.033,242.893,-52.034,2.800,-19.710,12.420
13,43130.37000,251.067,29.791,-14.528,399.510,248.070,-52.870,2.800,-14.710,20.420
14,43130.64000,251.067,28.781,-16.532,402.161,247.289,-49.908,7.800,-12.710,20.420
15,43130.102000,252.054,27.771,-16.532,400.392,253.251,-53.692,12.800,-10.710,20.420
16,43130.144000,253.040,27.771,-14.528,398.629,247.202,-52.901,24.800,-8.710,25.420
17,43130.184000,250.081,26.761,-16.532,399.511,248.938,-52.842,31.800,-12.710,24.420
18,43130.224000,250.081,24.742,-17.534,403.914,249.781,-53.794,32.800,-14.710,18.420
19,43130.263000,251.067,25.751,-17.534,402.151,248.912,-53.827,18.800,-14.710,11.420
20,43130.304000,249.094,27.771,-17.534,402.146,241.968,-54.053,22.800,-15.710,9.420
21,43130.324000,251.067,26.761,-16.532,406.554,250.623,-54.751,19.800,-17.710,8.420
22,43130.372000,252.054,25.751,-16.532,403.917,247.234,-51.890,19.800,-29.710,5.420
23,43130.398000,251.067,25.751,-16.532,402.147,251.460,-55.731,21.800,-32.710,5.420
24,43130.439000,251.067,25.751,-18.536,403.902,249.669,-57.769,9.800,-30.710,6.420
25,43130.481000,251.067,23.732,-15.530,405.665,251.406,-57.707,7.800,-42.710,-3.580
26,43130.524000,252.054,26.761,-16.532,399.492,249.609,-59.771,-0.200,-54.710,-9.580
27,43130.553000,251.067,25.751,-19.538,401.253,247.874,-59.822,20.800,-68.710,-15.580
28,43130.589000,251.067,27.771,-20.540,400.366,247.818,-61.813,21.800,-67.710,-14.580
29,43130.618000,250.081,27.771,-23.546,400.363,247.789,-62.807,24.800,-51.710,-9.580
30,43130.658000,251.067,27.771,-23.546,402.133,250.451,-60.729,10.800,-23.710,6.420
31,43130.704000,251.067,27.771,-21.542,403.002,250.339,-64.701,4.800,0.290,15.420
32,43130.738000,250.081,25.751,-20.540,400.353,249.413,-66.726,-3.200,12.290,22.420
33,43130.778000,250.081,24.742,-19.538,404.766,245.189,-62.877,0.800,5.290,16.420
34,43130.799000,251.067,25.751,-20.540,402.113,242.498,-65.952,-0.200,-8.710,6.420
35,43130.838000,252.054,24.742,-21.542,402.121,249.470,-64.732,3.800,-13.710,0.420
36,43130.885000,251.067,25.751,-24.548,403.001,248.603,-64.758,7.800,3.290,3.420
37,43130.918000,253.040,25.751,-19.538,402.116,243.394,-64.930,9.800,22.290,9.420
38,43130.964000,249.094,24.742,-20.540,404.768,248.661,-62.764,9.800,30.290,13.420
39,43130.998000,248.108,24.742,-20.540,403.011,246.980,-60.838,9.800,14.290,6.420
40,43131.20000,251.067,24.742,-17.534,402.126,249.527,-62.745,15.800,-6.710,-0.580
41,43131.63000,247.121,26.761,-13.526,403.878,243.396,-64.924,33.800,-42.710,-9.580
42,43131.102000,252.054,23.732,-15.530,402.996,242.527,-64.955,29.800,-115.710,-28.580
