Sample, Time, ACCX, ACCY, ACCZ, MAGX, MAGY, MAGZ, GYRX, GYRY, GYRZ
0,48232.906000,237.328,60.235,60.416,477.655,-120.015,217.724,46.220,-8.600,-25.060
1,48232.939000,239.294,60.235,60.416,478.512,-126.435,216.594,46.220,-11.600,-22.060
2,48232.981000,236.345,58.227,60.416,479.510,-122.738,217.669,45.220,-13.600,-16.060
3,48233.21000,237.328,60.235,60.416,477.612,-122.822,214.681,43.220,-17.600,-16.060
4,48233.57000,238.311,62.243,60.416,473.852,-121.040,214.713,14.220,-21.600,-22.060
5,48233.102000,235.363,61.239,61.440,479.555,-119.132,214.762,9.220,-19.600,-20.060
6,48233.118000,238.311,62.243,63.488,472.840,-125.672,212.624,8.220,-5.600,-20.060
7,48233.158000,238.311,59.231,62.464,477.641,-120.951,216.710,-2.780,-0.600,-9.060
8,48233.198000,236.345,59.231,61.440,474.841,-118.220,217.758,-4.780,3.400,-3.060
9,48233.238000,236.345,59.231,63.488,475.732,-121.931,214.697,-10.780,4.400,4.940
10,48233.287000,236.345,58.227,62.464,477.680,-118.183,217.763,-7.780,-0.600,10.940
11,48233.319000,237.328,58.227,62.464,478.524,-125.519,216.614,-0.780,1.400,5.940
12,48233.339000,238.311,58.227,61.440,477.666,-119.118,216.749,-15.780,-1.600,5.940
13,48233.379000,238.311,56.220,62.464,478.489,-128.248,217.550,-41.780,5.400,0.940
14,48233.419000,237.328,55.216,63.488,475.736,-121.892,216.687,-65.780,2.400,0.940
15,48233.469000,237.328,53.208,61.440,476.669,-122.795,216.669,-24.780,10.400,-2.060
16,48233.503000,242.242,49.192,61.440,479.505,-122.797,214.684,-37.780,49.400,-8.060
17,48233.538000,234.380,54.212,67.584,476.633,-125.524,217.606,-22.780,79.400,-24.060
18,48233.578000,233.397,55.216,67.584,477.685,-118.124,220.749,41.220,95.400,-19.060
19,48233.598000,238.311,55.216,72.704,474.762,-124.536,222.597,-19.780,114.400,-9.060
20,48233.646000,234.380,58.227,74.752,476.551,-131.879,220.454,-55.780,95.400,9.940
21,48233.678000,230.449,54.212,73.728,477.600,-125.278,229.548,-62.780,73.400,26.940
22,48233.718000,229.466,56.220,72.704,477.534,-129.897,227.460,-49.780,63.400,23.940
23,48233.759000,224.553,56.220,74.752,471.911,-126.249,230.514,-4.780,36.400,8.940
24,48233.798000,233.397,59.231,70.656,475.679,-127.174,227.516,46.220,14.400,-4.060
25,48233.818000,237.328,62.243,72.704,476.703,-121.625,229.624,106.220,18.400,-10.060
26,48233.858000,242.242,61.239,70.656,471.999,-119.836,230.650,102.220,-21.600,0.940
27,48233.898000,242.242,60.235,68.608,474.837,-119.799,230.655,63.220,-67.600,13.940
28,48233.938000,241.259,59.231,61.440,474.768,-124.457,226.577,77.220,-64.600,28.940
29,48233.978000,235.363,60.235,63.488,477.700,-117.948,229.704,97.220,-33.600,25.940
30,48234.18000,233.397,60.235,65.536,474.843,-118.961,226.694,128.220,-44.600,29.940
31,48234.38000,232.415,61.239,64.512,479.591,-117.943,228.712,167.220,-28.600,-10.060
32,48234.79000,232.415,65.255,64.512,477.756,-113.446,225.822,151.220,-23.600,-38.060
33,48234.118000,232.415,68.267,63.488,480.595,-113.408,225.826,143.220,-13.600,-56.060
34,48234.188000,235.363,69.271,64.512,476.889,-107.903,228.922,109.220,-5.600,-50.060
35,48234.202000,234.380,69.271,65.536,477.837,-107.871,229.919,101.220,-10.600,-39.060
36,48234.238000,235.363,66.259,63.488,477.850,-106.955,229.938,96.220,2.400,-22.060
37,48234.281000,234.380,68.267,61.440,479.744,-106.910,230.937,91.220,-2.600,-1.060
38,48234.301000,235.363,68.267,61.440,476.852,-110.651,228.864,41.220,-18.600,3.940
39,48234.342000,233.397,67.263,61.440,474.972,-109.760,228.880,-0.780,-44.600,14.940
40,48234.394000,234.380,69.271,61.440,481.587,-110.550,230.862,-0.780,-31.600,23.940
41,48234.429000,238.311,66.259,62.464,484.456,-107.842,226.945,-26.780,-48.600,24.940
