Sample, Time, ACCX, ACCY, ACCZ, MAGX, MAGY, MAGZ, GYRX, GYRY, GYRZ
0,47207.655000,245.148,52.008,-12.524,397.339,209.546,-188.181,12.800,-45.710,28.420
1,47207.695000,245.148,52.008,-15.530,398.218,211.255,-189.116,-0.200,-72.710,40.420
2,47207.748000,248.108,48.978,-16.532,393.809,212.931,-191.062,-19.200,-86.710,46.420
3,47207.773000,250.081,41.909,-24.548,397.331,213.774,-192.016,-20.200,-78.710,40.420
4,47207.836000,251.067,39.890,-27.554,395.563,212.848,-194.038,-13.200,-55.710,29.420
5,47207.863000,251.067,41.909,-27.554,393.812,209.516,-189.186,-15.200,-21.710,8.420
6,47207.876000,250.081,41.909,-27.554,393.806,212.903,-192.055,-15.200,15.290,-2.580
7,47207.923000,247.121,44.939,-21.542,397.330,212.906,-192.044,6.800,23.290,-3.580
8,47207.960000,247.121,44.939,-19.538,398.214,212.935,-191.047,1.800,9.290,0.420
9,47207.998000,247.121,45.949,-19.538,396.448,211.169,-192.103,-7.200,-18.710,9.420
10,47208.33000,248.108,47.968,-23.546,393.799,211.111,-194.100,-16.200,-35.710,16.420
11,47208.75000,248.108,44.939,-24.548,392.923,212.874,-193.052,-11.200,-43.710,20.420
12,47208.117000,249.094,43.929,-26.552,396.443,208.537,-193.182,-18.200,-43.710,13.420
13,47208.133000,249.094,39.890,-27.554,392.912,205.874,-195.265,-9.200,-24.710,4.420
14,47208.175000,250.081,41.909,-26.552,396.448,211.169,-192.103,-14.200,-9.710,-13.580
15,47208.215000,250.081,42.919,-29.558,394.677,206.772,-194.238,-28.200,19.290,-30.580
16,47208.255000,249.094,43.929,-31.562,394.691,210.356,-190.149,-29.200,50.290,-36.580
17,47208.293000,246.135,44.939,-26.552,395.580,213.885,-188.046,-21.200,69.290,-36.580
18,47208.336000,248.108,48.978,-20.540,393.809,209.488,-190.180,-17.200,65.290,-26.580
19,47208.356000,248.108,45.949,-20.540,396.459,210.414,-188.156,-18.200,54.290,-22.580
20,47208.396000,248.108,42.919,-23.546,394.697,214.724,-189.014,-21.200,51.290,-22.580
21,47208.436000,248.108,43.929,-22.544,397.347,212.207,-186.109,3.800,66.290,-28.580
22,47208.475000,247.121,45.949,-22.544,394.710,220.885,-185.836,1.800,86.290,-34.580
23,47208.518000,247.121,45.949,-18.536,396.482,219.263,-181.911,-18.200,99.290,-51.580
24,47208.555000,249.094,50.998,-17.534,397.364,220.131,-181.880,-61.200,99.290,-56.580
25,47208.597000,248.108,43.929,-14.528,397.382,222.036,-175.860,-46.200,105.290,-56.580
26,47208.617000,247.121,54.028,-16.532,395.622,224.639,-175.781,-49.200,107.290,-66.580
27,47208.657000,247.121,54.028,-15.530,398.266,222.065,-174.863,-119.200,103.290,-52.580
28,47208.697000,250.081,54.028,-9.519,400.921,223.916,-170.822,-111.200,74.290,-37.580
29,47208.737000,245.148,53.018,-9.519,398.290,228.338,-167.708,-47.200,93.290,-20.580
30,47208.776000,251.067,56.047,-2.505,399.180,229.292,-164.696,-90.200,49.290,6.420
31,47208.815000,251.067,49.988,-2.505,398.296,231.839,-166.602,-121.200,-18.710,46.420
32,47208.838000,257.973,46.959,-8.517,395.659,229.317,-163.713,-32.200,-29.710,43.420
33,47208.878000,242.189,40.899,-32.564,399.172,222.319,-165.915,12.800,-14.710,27.420
34,47208.918000,240.216,42.919,-23.546,397.414,223.214,-164.899,-165.200,-86.710,14.420
35,47208.958000,229.364,78.264,-11.523,398.300,233.603,-165.552,-294.200,-178.710,-23.580
36,47208.998000,248.108,25.751,47.593,395.656,236.177,-166.470,-244.200,-44.710,-96.580
37,47209.37000,235.283,17.673,12.524,393.898,237.940,-165.425,281.800,144.290,-208.580
38,47209.78000,255.013,59.077,-21.542,392.138,239.674,-165.374,-54.200,2.290,-185.580
39,47209.103000,255.013,50.998,-20.540,390.379,244.013,-165.239,-150.200,-13.710,-189.580
40,47209.138000,251.067,57.057,-7.515,386.864,244.095,-162.269,-141.200,-14.710,-221.580
41,47209.178000,237.256,70.185,-2.505,384.231,253.669,-160.974,-235.200,-72.710,-256.580
42,47209.221000,245.148,59.077,-4.509,380.716,258.931,-158.828,-328.200,-133.710,-222.580
43,47209.263000,245.148,64.126,-10.521,376.316,264.136,-158.673,-187.200,-144.710,-210.580
44,47209.298000,244.162,68.166,-13.526,373.674,270.182,-159.479,-146.200,-116.710,-195.580
45,47209.320000,244.162,66.146,-20.540,368.391,272.782,-159.411,-16.200,-61.710,-213.580
46,47209.355000,246.135,66.146,-21.542,364.875,279.751,-158.203,-34.200,-23.710,-234.580
47,47209.397000,243.175,79.274,-20.540,361.353,282.353,-158.130,-128.200,44.290,-258.580
48,47209.438000,237.256,83.314,-15.530,359.597,282.408,-156.148,-81.200,83.290,-204.580
49,47209.478000,234.297,88.363,-3.507,358.708,284.059,-159.076,111.800,79.290,-166.580
50,47209.518000,235.283,85.333,-6.513,356.954,286.718,-157.010,31.800,16.290,-91.580
51,47209.557000,237.256,88.363,-6.513,355.183,290.076,-160.878,100.800,23.290,-73.580
52,47209.585000,233.310,95.432,-4.509,356.959,292.794,-156.812,-24.200,-15.710,-39.580
53,47209.617000,232.324,95.432,-1.503,353.428,291.867,-158.840,-62.200,-44.710,5.420
54,47209.655000,238.243,83.314,-9.519,354.302,289.207,-160.909,-39.200,-57.710,23.420
55,47209.695000,234.297,89.373,-11.523,353.422,287.499,-159.975,-56.200,-84.710,52.420
56,47209.736000,239.229,88.363,-15.530,358.705,278.851,-159.245,-16.200,-65.710,72.420
57,47209.776000,237.256,81.294,-12.524,356.062,287.472,-160.960,3.800,-39.710,96.420
58,47209.817000,236.270,85.333,-8.517,358.709,288.370,-159.929,32.800,-58.710,117.420
59,47209.837000,237.256,83.314,-10.521,359.576,284.786,-164.015,-20.200,-82.710,137.420
60,47209.877000,239.229,75.235,-16.532,361.335,277.872,-163.241,19.800,-74.710,147.420
61,47209.917000,241.202,80.284,-16.532,361.322,275.155,-167.301,23.800,-81.710,162.420
62,47209.957000,240.216,75.235,-17.534,362.201,271.684,-167.411,45.800,-87.710,172.420
63,47209.998000,241.202,71.195,-21.542,363.948,268.100,-171.493,24.800,-90.710,178.420
64,47210.40000,242.189,68.166,-25.550,369.240,264.717,-168.607,11.800,-63.710,179.420
65,47210.60000,239.229,69.176,-21.542,370.984,263.681,-174.593,80.800,-22.710,187.420
66,47210.100000,246.135,67.156,-24.548,372.758,263.795,-170.612,83.800,-9.710,191.420
67,47210.137000,243.175,66.146,-20.540,376.274,261.137,-172.673,93.800,6.290,207.420
68,47210.180000,246.135,60.087,-22.544,378.026,252.430,-173.943,115.800,16.290,218.420
69,47210.232000,246.135,61.097,-20.540,381.536,248.848,-178.019,189.800,36.290,218.420
70,47210.258000,246.135,57.057,-19.538,384.174,237.594,-177.383,196.800,40.290,216.420
71,47210.300000,247.121,55.037,-22.544,385.932,236.700,-178.400,179.800,39.290,206.420
72,47210.320000,246.135,54.028,-18.536,392.096,232.364,-178.521,143.800,16.290,207.420
73,47210.382000,246.135,49.988,-17.534,390.325,227.966,-180.655,125.800,-8.710,213.420
74,47210.400000,246.135,49.988,-14.528,392.081,224.468,-181.756,68.800,-58.710,210.420
75,47210.440000,248.108,49.988,-5.511,393.834,220.073,-183.879,-16.200,-146.710,215.420
76,47210.480000,245.148,42.919,-13.526,393.817,212.148,-188.108,-99.200,-301.710,240.420
77,47210.516000,247.121,38.880,-10.521,394.679,212.819,-195.034,-33.200,-411.710,272.420
78,47210.538000,259.946,36.860,-27.554,397.296,208.256,-203.118,-126.200,-550.710,329.420
79,47210.580000,266.852,17.673,-38.575,390.214,201.025,-213.305,69.800,-553.710,294.420
80,47210.618000,260.933,21.712,-45.589,392.826,197.273,-223.348,258.800,-455.710,196.420
81,47210.658000,262.906,33.830,-58.614,385.740,186.542,-234.642,197.800,-496.710,179.420
82,47210.698000,246.135,29.791,-59.616,382.179,181.862,-246.721,99.800,-436.710,124.420
83,47210.740000,196.809,95.432,-42.583,379.534,183.568,-247.668,-136.200,-226.710,-101.580
84,47210.780000,204.701,21.712,-41.581,382.222,198.664,-235.253,-1086.200,356.290,-196.580
85,47210.800000,226.405,0.505,-62.622,390.224,210.601,-212.001,-722.200,780.290,-157.580
